Region,Country,Year,Age,Gender,Literacy rate
Northern Africa and Western Asia,Turkey,2017,65+,male,0.931912
Oceania,Fiji,2017,<15,female,0.9908583
Oceania,Fiji,2017,<15,male,0.9907844
Oceania,Fiji,2017,15-24,female,0.9981083
Oceania,Fiji,2017,15-24,male,0.9967991
Oceania,Fiji,2017,25-64,female,0.9938342
Oceania,Fiji,2017,25-64,male,0.9919627
Oceania,Fiji,2017,65+,female,0.9442323
Oceania,Fiji,2017,65+,male,0.959142
Oceania,Marshall Islands,2011,<15,female,0.9820298
Oceania,Marshall Islands,2011,<15,male,0.9832509
Oceania,Marshall Islands,2011,15-24,female,0.987567
Oceania,Marshall Islands,2011,15-24,male,0.9816972
Oceania,Marshall Islands,2011,25-64,female,0.9880814
Oceania,Marshall Islands,2011,25-64,male,0.9888113
Oceania,Marshall Islands,2011,65+,female,0.8466258
Oceania,Marshall Islands,2011,65+,male,0.9278689
Oceania,New Caledonia ,2014,<15,female,0.975
Oceania,New Caledonia ,2014,<15,male,0.9814
Oceania,New Caledonia ,2014,15-24,female,0.993
Oceania,New Caledonia ,2014,15-24,male,0.9918
Oceania,New Caledonia ,2014,25-64,female,0.987
Oceania,New Caledonia ,2014,25-64,male,0.9878
Oceania,New Caledonia ,2014,65+,female,0.884
Oceania,New Caledonia ,2014,65+,male,0.9293
Oceania,Palau,2013,<15,female,0.9952794
Oceania,Palau,2013,<15,male,0.9946721
Oceania,Palau,2013,15-24,female,0.998295
Oceania,Palau,2013,15-24,male,0.9976959
Oceania,Palau,2013,25-64,female,0.9971105
Oceania,Palau,2013,25-64,male,0.995086
Oceania,Palau,2013,65+,female,0.9821229
Oceania,Palau,2013,65+,male,0.9848901
Oceania,Palau,2015,<15,female,0.9634015
Oceania,Palau,2015,<15,male,0.9681275
Oceania,Palau,2015,15-24,female,0.9917051
Oceania,Palau,2015,15-24,male,0.9824561
Oceania,Palau,2015,25-64,female,0.981124
Oceania,Palau,2015,25-64,male,0.971539
Oceania,Palau,2015,65+,female,0.8134921
Oceania,Palau,2015,65+,male,0.8956357
Oceania,Papua New Guinea,2010,<15,female,0.579
Oceania,Papua New Guinea,2010,<15,male,0.6529
Oceania,Papua New Guinea,2010,15-24,female,0.714
Oceania,Papua New Guinea,2010,15-24,male,0.6457
Oceania,Papua New Guinea,2010,25-64,female,0.54
Oceania,Papua New Guinea,2010,25-64,male,0.6709
Oceania,Papua New Guinea,2010,65+,female,0.268
Oceania,Papua New Guinea,2010,65+,male,0.4126
Oceania,Samoa,2011,<15,female,0.9906953
Oceania,Samoa,2011,<15,male,0.9888192
Oceania,Samoa,2011,15-24,female,0.9945804
Oceania,Samoa,2011,15-24,male,0.9902962
Oceania,Samoa,2011,25-64,female,0.9926147
Oceania,Samoa,2011,25-64,male,0.9907662
Oceania,Samoa,2011,65+,female,0.963168
Oceania,Samoa,2011,65+,male,0.9630314
Oceania,Samoa,2018,<15,female,0.9924504
Oceania,Samoa,2018,<15,male,0.9895609
Oceania,Samoa,2018,15-24,female,0.9943575
Oceania,Samoa,2018,15-24,male,0.9884151
Oceania,Samoa,2018,25-64,female,0.9933499
Oceania,Samoa,2018,25-64,male,0.9913891
Oceania,Samoa,2018,65+,female,0.9801634
Oceania,Samoa,2018,65+,male,0.9770508
Oceania,Tonga,2011,<15,female,0.9943422
Oceania,Tonga,2011,<15,male,0.993351
Oceania,Tonga,2011,15-24,female,0.9951043
Oceania,Tonga,2011,15-24,male,0.9936657
Oceania,Tonga,2011,25-64,female,0.994951
Oceania,Tonga,2011,25-64,male,0.9938413
Oceania,Tonga,2011,65+,female,0.988404
Oceania,Tonga,2011,65+,male,0.9888729
Oceania,Tonga,2018,<15,female,0.9947503
Oceania,Tonga,2018,<15,male,0.9935098
Oceania,Tonga,2018,15-24,female,0.9953978
Oceania,Tonga,2018,15-24,male,0.9934871
Oceania,Tonga,2018,25-64,female,0.9947934
Oceania,Tonga,2018,25-64,male,0.9938784
Oceania,Tonga,2018,65+,female,0.9925792
Oceania,Tonga,2018,65+,male,0.9910655
Oceania,Vanuatu,2014,<15,female,0.832
Oceania,Vanuatu,2014,<15,male,0.8618
Oceania,Vanuatu,2014,15-24,female,0.956
Oceania,Vanuatu,2014,15-24,male,0.9509
Oceania,Vanuatu,2014,25-64,female,0.824
Oceania,Vanuatu,2014,25-64,male,0.8551
Oceania,Vanuatu,2014,65+,female,0.358
Oceania,Vanuatu,2014,65+,male,0.5269
Oceania,Vanuatu,2018,<15,female,0.8670609
Oceania,Vanuatu,2018,<15,male,0.8830635
Oceania,Vanuatu,2018,15-24,female,0.9659661
Oceania,Vanuatu,2018,15-24,male,0.9597657
Oceania,Vanuatu,2018,25-64,female,0.8606731
Oceania,Vanuatu,2018,25-64,male,0.8764194
Oceania,Vanuatu,2018,65+,female,0.4321872
Oceania,Vanuatu,2018,65+,male,0.5793638
Sub-Saharan Africa,Angola,2014,<15,female,0.5340721
Sub-Saharan Africa,Angola,2014,<15,male,0.7997415
Sub-Saharan Africa,Angola,2014,15-24,female,0.7058513
Sub-Saharan Africa,Angola,2014,15-24,male,0.8486238
Sub-Saharan Africa,Angola,2014,25-64,female,0.4712731
Sub-Saharan Africa,Angola,2014,25-64,male,0.7937238
Sub-Saharan Africa,Angola,2014,65+,female,0.1143792
Sub-Saharan Africa,Angola,2014,65+,male,0.4748307
Sub-Saharan Africa,Benin,2012,<15,female,0.2209388
Sub-Saharan Africa,Benin,2012,<15,male,0.4496026
Sub-Saharan Africa,Benin,2012,15-24,female,0.4093838
Sub-Saharan Africa,Benin,2012,15-24,male,0.6394092
Sub-Saharan Africa,Benin,2012,25-64,female,0.1627025
Sub-Saharan Africa,Benin,2012,25-64,male,0.399053
Sub-Saharan Africa,Benin,2012,65+,female,0.0135646
Sub-Saharan Africa,Benin,2012,65+,male,0.1194767
Sub-Saharan Africa,Benin,2018,<15,female,0.3107165
Sub-Saharan Africa,Benin,2018,<15,male,0.5397703
Sub-Saharan Africa,Benin,2018,15-24,female,0.5194362
Sub-Saharan Africa,Benin,2018,15-24,male,0.6976118
Sub-Saharan Africa,Benin,2018,25-64,female,0.2244686
Sub-Saharan Africa,Benin,2018,25-64,male,0.4770549
Sub-Saharan Africa,Benin,2018,65+,female,0.0227464
Sub-Saharan Africa,Benin,2018,65+,male,0.1631153
Sub-Saharan Africa,Botswana,2013,<15,female,0.8745121
Sub-Saharan Africa,Botswana,2013,<15,male,0.8612214
Sub-Saharan Africa,Botswana,2013,15-24,female,0.9913954
Sub-Saharan Africa,Botswana,2013,15-24,male,0.9575475
Sub-Saharan Africa,Botswana,2013,25-64,female,0.8717342
Sub-Saharan Africa,Botswana,2013,25-64,male,0.8457947
Sub-Saharan Africa,Botswana,2013,65+,female,0.3690777
Sub-Saharan Africa,Botswana,2013,65+,male,0.4353421
Sub-Saharan Africa,Botswana,2014,<15,female,0.887
Sub-Saharan Africa,Botswana,2014,<15,male,0.8674
Sub-Saharan Africa,Botswana,2014,15-24,female,0.994
Sub-Saharan Africa,Botswana,2014,15-24,male,0.9594
Sub-Saharan Africa,Botswana,2014,25-64,female,0.885
Sub-Saharan Africa,Botswana,2014,25-64,male,0.8548
Sub-Saharan Africa,Botswana,2014,65+,female,0.379
Sub-Saharan Africa,Botswana,2014,65+,male,0.4445
Sub-Saharan Africa,Burkina Faso,2014,<15,female,0.2622025
Sub-Saharan Africa,Burkina Faso,2014,<15,male,0.4437945
Sub-Saharan Africa,Burkina Faso,2014,15-24,female,0.4398583
Sub-Saharan Africa,Burkina Faso,2014,15-24,male,0.5699489
Sub-Saharan Africa,Burkina Faso,2014,25-64,female,0.1897996
Sub-Saharan Africa,Burkina Faso,2014,25-64,male,0.4079736
Sub-Saharan Africa,Burkina Faso,2014,65+,female,0.0208437
Sub-Saharan Africa,Burkina Faso,2014,65+,male,0.1455358
Sub-Saharan Africa,Burkina Faso,2018,<15,female,0.3268762
Sub-Saharan Africa,Burkina Faso,2018,<15,male,0.5007459
Sub-Saharan Africa,Burkina Faso,2018,15-24,female,0.5467
Sub-Saharan Africa,Burkina Faso,2018,15-24,male,0.6179
Sub-Saharan Africa,Burkina Faso,2018,25-64,female,0.2221381
Sub-Saharan Africa,Burkina Faso,2018,25-64,male,0.4438781
Sub-Saharan Africa,Burkina Faso,2018,65+,female,0.0414136
Sub-Saharan Africa,Burkina Faso,2018,65+,male,0.1937523
Sub-Saharan Africa,Burundi,2014,<15,female,0.5466303
Sub-Saharan Africa,Burundi,2014,<15,male,0.6969251
Sub-Saharan Africa,Burundi,2014,15-24,female,0.7495891
Sub-Saharan Africa,Burundi,2014,15-24,male,0.8529008
Sub-Saharan Africa,Burundi,2014,25-64,female,0.4644542
Sub-Saharan Africa,Burundi,2014,25-64,male,0.6418999
Sub-Saharan Africa,Burundi,2014,65+,female,0.1408968
Sub-Saharan Africa,Burundi,2014,65+,male,0.375231
Sub-Saharan Africa,Burundi,2017,<15,female,0.6122369
Sub-Saharan Africa,Burundi,2017,<15,male,0.7629605
Sub-Saharan Africa,Burundi,2017,15-24,female,0.8561855
Sub-Saharan Africa,Burundi,2017,15-24,male,0.9103415
Sub-Saharan Africa,Burundi,2017,25-64,female,0.5198618
Sub-Saharan Africa,Burundi,2017,25-64,male,0.7067425
Sub-Saharan Africa,Burundi,2017,65+,female,0.1698549
Sub-Saharan Africa,Burundi,2017,65+,male,0.464959
Sub-Saharan Africa,Cabo Verde,2012,<15,female,0.8049622
Sub-Saharan Africa,Cabo Verde,2012,<15,male,0.904745
Sub-Saharan Africa,Cabo Verde,2012,15-24,female,0.9839818
Sub-Saharan Africa,Cabo Verde,2012,15-24,male,0.9787189
Sub-Saharan Africa,Cabo Verde,2012,25-64,female,0.8164029
Sub-Saharan Africa,Cabo Verde,2012,25-64,male,0.9088184
Sub-Saharan Africa,Cabo Verde,2012,65+,female,0.2062246
Sub-Saharan Africa,Cabo Verde,2012,65+,male,0.5226489
Sub-Saharan Africa,Cabo Verde,2015,<15,female,0.8204222
Sub-Saharan Africa,Cabo Verde,2015,<15,male,0.9169144
Sub-Saharan Africa,Cabo Verde,2015,15-24,female,0.9873018
Sub-Saharan Africa,Cabo Verde,2015,15-24,male,0.9758501
Sub-Saharan Africa,Cabo Verde,2015,25-64,female,0.8418067
Sub-Saharan Africa,Cabo Verde,2015,25-64,male,0.923831
Sub-Saharan Africa,Cabo Verde,2015,65+,female,0.2268927
Sub-Saharan Africa,Cabo Verde,2015,65+,male,0.577332
Sub-Saharan Africa,Cameroon,2010,<15,female,0.647995
Sub-Saharan Africa,Cameroon,2010,<15,male,0.7832769
Sub-Saharan Africa,Cameroon,2010,15-24,female,0.7642093
Sub-Saharan Africa,Cameroon,2010,15-24,male,0.8539748
Sub-Saharan Africa,Cameroon,2010,25-64,female,0.630522
Sub-Saharan Africa,Cameroon,2010,25-64,male,0.7774419
Sub-Saharan Africa,Cameroon,2010,65+,female,0.1196237
Sub-Saharan Africa,Cameroon,2010,65+,male,0.4244267
Sub-Saharan Africa,Cameroon,2018,<15,female,0.7158627
Sub-Saharan Africa,Cameroon,2018,<15,male,0.8262804
Sub-Saharan Africa,Cameroon,2018,15-24,female,0.8241
Sub-Saharan Africa,Cameroon,2018,15-24,male,0.8772
Sub-Saharan Africa,Cameroon,2018,25-64,female,0.694974
Sub-Saharan Africa,Cameroon,2018,25-64,male,0.813125
Sub-Saharan Africa,Cameroon,2018,65+,female,0.2528158
Sub-Saharan Africa,Cameroon,2018,65+,male,0.5971061
Sub-Saharan Africa,Central African Republic,2010,<15,female,0.2435549
Sub-Saharan Africa,Central African Republic,2010,<15,male,0.5071271
Sub-Saharan Africa,Central African Republic,2010,15-24,female,0.2697133
Sub-Saharan Africa,Central African Republic,2010,15-24,male,0.488571
Sub-Saharan Africa,Central African Republic,2010,25-64,female,0.231835
Sub-Saharan Africa,Central African Republic,2010,25-64,male,0.5131288
Sub-Saharan Africa,Central African Republic,2010,65+,female,0.172606
Sub-Saharan Africa,Central African Republic,2010,65+,male,0.5554879
Sub-Saharan Africa,Central African Republic,2018,<15,female,0.2575638
Sub-Saharan Africa,Central African Republic,2018,<15,male,0.4951459
Sub-Saharan Africa,Central African Republic,2018,15-24,female,0.2870666
Sub-Saharan Africa,Central African Republic,2018,15-24,male,0.4780493
Sub-Saharan Africa,Central African Republic,2018,25-64,female,0.2453004
Sub-Saharan Africa,Central African Republic,2018,25-64,male,0.5035674
Sub-Saharan Africa,Central African Republic,2018,65+,female,0.1848871
Sub-Saharan Africa,Central African Republic,2018,65+,male,0.5451517
Sub-Saharan Africa,Chad,2015,<15,female,0.1393341
Sub-Saharan Africa,Chad,2015,<15,male,0.389182
Sub-Saharan Africa,Chad,2015,15-24,female,0.2599362
Sub-Saharan Africa,Chad,2015,15-24,male,0.518363
Sub-Saharan Africa,Chad,2015,25-64,female,0.0863821
Sub-Saharan Africa,Chad,2015,25-64,male,0.3427514
Sub-Saharan Africa,Chad,2015,65+,female,0.0054559
Sub-Saharan Africa,Chad,2015,65+,male,0.1414847
Sub-Saharan Africa,Chad,2016,<15,female,0.1395523
Sub-Saharan Africa,Chad,2016,<15,male,0.3132879
Sub-Saharan Africa,Chad,2016,15-24,female,0.2238715
Sub-Saharan Africa,Chad,2016,15-24,male,0.4069289
Sub-Saharan Africa,Chad,2016,25-64,female,0.0954922
Sub-Saharan Africa,Chad,2016,25-64,male,0.284492
Sub-Saharan Africa,Chad,2016,65+,female,0.0318916
Sub-Saharan Africa,Chad,2016,65+,male,0.1003696
Sub-Saharan Africa,Comoros,2012,<15,female,0.4263729
Sub-Saharan Africa,Comoros,2012,<15,male,0.564798
Sub-Saharan Africa,Comoros,2012,15-24,female,0.6959522
Sub-Saharan Africa,Comoros,2012,15-24,male,0.7381077
Sub-Saharan Africa,Comoros,2012,25-64,female,0.3334225
Sub-Saharan Africa,Comoros,2012,25-64,male,0.5271296
Sub-Saharan Africa,Comoros,2012,65+,female,0.031365
Sub-Saharan Africa,Comoros,2012,65+,male,0.2185516
Sub-Saharan Africa,Comoros,2018,<15,female,0.5295639
Sub-Saharan Africa,Comoros,2018,<15,male,0.646442
Sub-Saharan Africa,Comoros,2018,15-24,female,0.7830236
Sub-Saharan Africa,Comoros,2018,15-24,male,0.7823941
Sub-Saharan Africa,Comoros,2018,25-64,female,0.4413567
Sub-Saharan Africa,Comoros,2018,25-64,male,0.6019001
Sub-Saharan Africa,Comoros,2018,65+,female,0.0568458
Sub-Saharan Africa,Comoros,2018,65+,male,0.278733
Sub-Saharan Africa,Congo,2011,<15,female,0.7287706
Sub-Saharan Africa,Congo,2011,<15,male,0.8643431
Sub-Saharan Africa,Congo,2011,15-24,female,0.7694608
Sub-Saharan Africa,Congo,2011,15-24,male,0.8568361
Sub-Saharan Africa,Congo,2011,25-64,female,0.717576
Sub-Saharan Africa,Congo,2011,25-64,male,0.8665503
Sub-Saharan Africa,Congo,2011,65+,female,0.6138425
Sub-Saharan Africa,Congo,2011,65+,male,0.8814956
Sub-Saharan Africa,Congo,2018,<15,female,0.7461876
Sub-Saharan Africa,Congo,2018,<15,male,0.8607651
Sub-Saharan Africa,Congo,2018,15-24,female,0.7874231
Sub-Saharan Africa,Congo,2018,15-24,male,0.8534165
Sub-Saharan Africa,Congo,2018,25-64,female,0.7342524
Sub-Saharan Africa,Congo,2018,25-64,male,0.8634369
Sub-Saharan Africa,Congo,2018,65+,female,0.6407371
Sub-Saharan Africa,Congo,2018,65+,male,0.878093
Sub-Saharan Africa,Côte d'Ivoire,2012,<15,female,0.3046172
Sub-Saharan Africa,Côte d'Ivoire,2012,<15,male,0.5159267
Sub-Saharan Africa,Côte d'Ivoire,2012,15-24,female,0.3875008
Sub-Saharan Africa,Côte d'Ivoire,2012,15-24,male,0.5833263
Sub-Saharan Africa,Côte d'Ivoire,2012,25-64,female,0.2786789
Sub-Saharan Africa,Côte d'Ivoire,2012,25-64,male,0.4987937
Sub-Saharan Africa,Côte d'Ivoire,2012,65+,female,0.1356576
Sub-Saharan Africa,Côte d'Ivoire,2012,65+,male,0.3624392
Sub-Saharan Africa,Côte d'Ivoire,2014,<15,female,0.3678425
Sub-Saharan Africa,Côte d'Ivoire,2014,<15,male,0.507019
Sub-Saharan Africa,Côte d'Ivoire,2014,15-24,female,0.4703975
Sub-Saharan Africa,Côte d'Ivoire,2014,15-24,male,0.5912435
Sub-Saharan Africa,Côte d'Ivoire,2014,25-64,female,0.3324311
Sub-Saharan Africa,Côte d'Ivoire,2014,25-64,male,0.4837301
Sub-Saharan Africa,Côte d'Ivoire,2014,65+,female,0.1040017
Sub-Saharan Africa,Côte d'Ivoire,2014,65+,male,0.2545738
Sub-Saharan Africa,Côte d'Ivoire,2018,<15,female,0.4049937
Sub-Saharan Africa,Côte d'Ivoire,2018,<15,male,0.5365694
Sub-Saharan Africa,Côte d'Ivoire,2018,15-24,female,0.530251
Sub-Saharan Africa,Côte d'Ivoire,2018,15-24,male,0.6384492
Sub-Saharan Africa,Côte d'Ivoire,2018,25-64,female,0.3503143
Sub-Saharan Africa,Côte d'Ivoire,2018,25-64,male,0.4965162
Sub-Saharan Africa,Côte d'Ivoire,2018,65+,female,0.1297884
Sub-Saharan Africa,Côte d'Ivoire,2018,65+,male,0.3083578
Sub-Saharan Africa,Democratic Republic of the Congo,2012,<15,female,0.6291864
Sub-Saharan Africa,Democratic Republic of the Congo,2012,<15,male,0.8790839
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15-24,female,0.766585
Sub-Saharan Africa,Democratic Republic of the Congo,2012,15-24,male,0.9104756
Sub-Saharan Africa,Democratic Republic of the Congo,2012,25-64,female,0.5908184
Sub-Saharan Africa,Democratic Republic of the Congo,2012,25-64,male,0.8727055
Sub-Saharan Africa,Democratic Republic of the Congo,2012,65+,female,0.2081863
Sub-Saharan Africa,Democratic Republic of the Congo,2012,65+,male,0.7561684
Sub-Saharan Africa,Democratic Republic of the Congo,2016,<15,female,0.6649998
Sub-Saharan Africa,Democratic Republic of the Congo,2016,<15,male,0.8852469
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15-24,female,0.7971484
Sub-Saharan Africa,Democratic Republic of the Congo,2016,15-24,male,0.9096097
Sub-Saharan Africa,Democratic Republic of the Congo,2016,25-64,female,0.6271874
Sub-Saharan Africa,Democratic Republic of the Congo,2016,25-64,male,0.8820814
Sub-Saharan Africa,Democratic Republic of the Congo,2016,65+,female,0.2332009
Sub-Saharan Africa,Democratic Republic of the Congo,2016,65+,male,0.7596216
Sub-Saharan Africa,Equatorial Guinea,2010,<15,female,0.9067608
Sub-Saharan Africa,Equatorial Guinea,2010,<15,male,0.97184
Sub-Saharan Africa,Equatorial Guinea,2010,15-24,female,0.9829817
Sub-Saharan Africa,Equatorial Guinea,2010,15-24,male,0.9769076
Sub-Saharan Africa,Equatorial Guinea,2010,25-64,female,0.9155441
Sub-Saharan Africa,Equatorial Guinea,2010,25-64,male,0.9758281
Sub-Saharan Africa,Equatorial Guinea,2010,65+,female,0.3772206
Sub-Saharan Africa,Equatorial Guinea,2010,65+,male,0.8690153
Sub-Saharan Africa,Equatorial Guinea,2014,<15,female,0.924
Sub-Saharan Africa,Equatorial Guinea,2014,<15,male,0.9729
Sub-Saharan Africa,Equatorial Guinea,2014,15-24,female,0.987
Sub-Saharan Africa,Equatorial Guinea,2014,15-24,male,0.9772
Sub-Saharan Africa,Equatorial Guinea,2014,25-64,female,0.93
Sub-Saharan Africa,Equatorial Guinea,2014,25-64,male,0.9758
Sub-Saharan Africa,Equatorial Guinea,2014,65+,female,0.423
Sub-Saharan Africa,Equatorial Guinea,2014,65+,male,0.9049
Sub-Saharan Africa,Eritrea,2018,<15,female,0.6894619
Sub-Saharan Africa,Eritrea,2018,<15,male,0.8437324
Sub-Saharan Africa,Eritrea,2018,15-24,female,0.9271403
Sub-Saharan Africa,Eritrea,2018,15-24,male,0.9381868
Sub-Saharan Africa,Eritrea,2018,25-64,female,0.6430591
Sub-Saharan Africa,Eritrea,2018,25-64,male,0.8403972
Sub-Saharan Africa,Eritrea,2018,65+,female,0.1739178
Sub-Saharan Africa,Eritrea,2018,65+,male,0.4389023
Sub-Saharan Africa,Ethiopia,2017,<15,female,0.4442338
Sub-Saharan Africa,Ethiopia,2017,<15,male,0.5924146
Sub-Saharan Africa,Ethiopia,2017,15-24,female,0.7197251
Sub-Saharan Africa,Ethiopia,2017,15-24,male,0.7352072
Sub-Saharan Africa,Ethiopia,2017,25-64,female,0.3114743
Sub-Saharan Africa,Ethiopia,2017,25-64,male,0.532727
Sub-Saharan Africa,Ethiopia,2017,65+,female,0.0774338
Sub-Saharan Africa,Ethiopia,2017,65+,male,0.2387353
Sub-Saharan Africa,Gabon,2012,<15,female,0.7987897
Sub-Saharan Africa,Gabon,2012,<15,male,0.848733
Sub-Saharan Africa,Gabon,2012,15-24,female,0.8942925
Sub-Saharan Africa,Gabon,2012,15-24,male,0.8738959
Sub-Saharan Africa,Gabon,2012,25-64,female,0.7873029
Sub-Saharan Africa,Gabon,2012,25-64,male,0.8431595
Sub-Saharan Africa,Gabon,2012,65+,female,0.4957792
Sub-Saharan Africa,Gabon,2012,65+,male,0.7820511
Sub-Saharan Africa,Gabon,2018,<15,female,0.8342397
Sub-Saharan Africa,Gabon,2018,<15,male,0.8585235
Sub-Saharan Africa,Gabon,2018,15-24,female,0.9144938
Sub-Saharan Africa,Gabon,2018,15-24,male,0.8814196
Sub-Saharan Africa,Gabon,2018,25-64,female,0.8263901
Sub-Saharan Africa,Gabon,2018,25-64,male,0.8538356
Sub-Saharan Africa,Gabon,2018,65+,female,0.5674421
Sub-Saharan Africa,Gabon,2018,65+,male,0.7968751
Sub-Saharan Africa,Gambia,2013,<15,female,0.3357535
Sub-Saharan Africa,Gambia,2013,<15,male,0.5141804
Sub-Saharan Africa,Gambia,2013,15-24,female,0.5612098
Sub-Saharan Africa,Gambia,2013,15-24,male,0.6597576
Sub-Saharan Africa,Gambia,2013,25-64,female,0.2381158
Sub-Saharan Africa,Gambia,2013,25-64,male,0.4683183
Sub-Saharan Africa,Gambia,2013,65+,female,0.0159539
Sub-Saharan Africa,Gambia,2013,65+,male,0.1874857
Sub-Saharan Africa,Gambia,2015,<15,female,0.4157702
Sub-Saharan Africa,Gambia,2015,<15,male,0.6176725
Sub-Saharan Africa,Gambia,2015,15-24,female,0.6444683
Sub-Saharan Africa,Gambia,2015,15-24,male,0.7074348
Sub-Saharan Africa,Gambia,2015,25-64,female,0.2994839
Sub-Saharan Africa,Gambia,2015,25-64,male,0.5902532
Sub-Saharan Africa,Gambia,2015,65+,female,0.0863987
Sub-Saharan Africa,Gambia,2015,65+,male,0.394
Sub-Saharan Africa,Ghana,2010,<15,female,0.6529469
Sub-Saharan Africa,Ghana,2010,<15,male,0.7834891
Sub-Saharan Africa,Ghana,2010,15-24,female,0.8323453
Sub-Saharan Africa,Ghana,2010,15-24,male,0.8831075
Sub-Saharan Africa,Ghana,2010,25-64,female,0.6170435
Sub-Saharan Africa,Ghana,2010,25-64,male,0.7601726
Sub-Saharan Africa,Ghana,2010,65+,female,0.2342442
Sub-Saharan Africa,Ghana,2010,65+,male,0.5030876
Sub-Saharan Africa,Ghana,2018,<15,female,0.7447439
Sub-Saharan Africa,Ghana,2018,<15,male,0.8352458
Sub-Saharan Africa,Ghana,2018,15-24,female,0.9220855
Sub-Saharan Africa,Ghana,2018,15-24,male,0.92761
Sub-Saharan Africa,Ghana,2018,25-64,female,0.6891473
Sub-Saharan Africa,Ghana,2018,25-64,male,0.8025826
Sub-Saharan Africa,Ghana,2018,65+,female,0.3901499
Sub-Saharan Africa,Ghana,2018,65+,male,0.6496667
Sub-Saharan Africa,Guinea,2010,<15,female,0.1219195
Sub-Saharan Africa,Guinea,2010,<15,male,0.3678979
Sub-Saharan Africa,Guinea,2010,15-24,female,0.2179673
Sub-Saharan Africa,Guinea,2010,15-24,male,0.3756715
Sub-Saharan Africa,Guinea,2010,25-64,female,0.0950391
Sub-Saharan Africa,Guinea,2010,25-64,male,0.3904739
Sub-Saharan Africa,Guinea,2010,65+,female,0.0232445
Sub-Saharan Africa,Guinea,2010,65+,male,0.1546078
Sub-Saharan Africa,Guinea,2014,<15,female,0.2196225
Sub-Saharan Africa,Guinea,2014,<15,male,0.4364009
Sub-Saharan Africa,Guinea,2014,15-24,female,0.3721018
Sub-Saharan Africa,Guinea,2014,15-24,male,0.5697051
Sub-Saharan Africa,Guinea,2014,25-64,female,0.1479307
Sub-Saharan Africa,Guinea,2014,25-64,male,0.3861046
Sub-Saharan Africa,Guinea,2014,65+,female,0.0432833
Sub-Saharan Africa,Guinea,2014,65+,male,0.2157806
Sub-Saharan Africa,Guinea-Bissau,2014,<15,female,0.3076851
Sub-Saharan Africa,Guinea-Bissau,2014,<15,male,0.6215797
Sub-Saharan Africa,Guinea-Bissau,2014,15-24,female,0.4975632
Sub-Saharan Africa,Guinea-Bissau,2014,15-24,male,0.7125033
Sub-Saharan Africa,Guinea-Bissau,2014,25-64,female,0.2300579
Sub-Saharan Africa,Guinea-Bissau,2014,25-64,male,0.5889319
Sub-Saharan Africa,Guinea-Bissau,2014,65+,female,0.0287105
Sub-Saharan Africa,Guinea-Bissau,2014,65+,male,0.376826
Sub-Saharan Africa,Kenya,2014,<15,female,0.7400632
Sub-Saharan Africa,Kenya,2014,<15,male,0.8377803
Sub-Saharan Africa,Kenya,2014,15-24,female,0.8613652
Sub-Saharan Africa,Kenya,2014,15-24,male,0.8693869
Sub-Saharan Africa,Kenya,2014,25-64,female,0.7188714
Sub-Saharan Africa,Kenya,2014,25-64,male,0.8304618
Sub-Saharan Africa,Kenya,2014,65+,female,0.3691753
Sub-Saharan Africa,Kenya,2014,65+,male,0.7462202
Sub-Saharan Africa,Kenya,2018,<15,female,0.7818893
Sub-Saharan Africa,Kenya,2018,<15,male,0.8498883
Sub-Saharan Africa,Kenya,2018,15-24,female,0.8808
Sub-Saharan Africa,Kenya,2018,15-24,male,0.8759
Sub-Saharan Africa,Kenya,2018,25-64,female,0.752791
Sub-Saharan Africa,Kenya,2018,25-64,male,0.8398201
Sub-Saharan Africa,Kenya,2018,65+,female,0.4369533
Sub-Saharan Africa,Kenya,2018,65+,male,0.7641725
Sub-Saharan Africa,Lesotho,2014,<15,female,0.8493489
Sub-Saharan Africa,Lesotho,2014,<15,male,0.6774747
Sub-Saharan Africa,Lesotho,2014,15-24,female,0.9396988
Sub-Saharan Africa,Lesotho,2014,15-24,male,0.7960804
Sub-Saharan Africa,Lesotho,2014,25-64,female,0.8546199
Sub-Saharan Africa,Lesotho,2014,25-64,male,0.6506486
Sub-Saharan Africa,Lesotho,2014,65+,female,0.602427
Sub-Saharan Africa,Lesotho,2014,65+,male,0.3659563
Sub-Saharan Africa,Liberia,2017,<15,female,0.3409226
Sub-Saharan Africa,Liberia,2017,<15,male,0.6269656
Sub-Saharan Africa,Liberia,2017,15-24,female,0.4563871
Sub-Saharan Africa,Liberia,2017,15-24,male,0.6495713
Sub-Saharan Africa,Liberia,2017,25-64,female,0.3006661
Sub-Saharan Africa,Liberia,2017,25-64,male,0.6191804
Sub-Saharan Africa,Liberia,2017,65+,female,0.1232699
Sub-Saharan Africa,Liberia,2017,65+,male,0.5684929
Sub-Saharan Africa,Madagascar,2012,<15,female,0.682833
Sub-Saharan Africa,Madagascar,2012,<15,male,0.7502887
Sub-Saharan Africa,Madagascar,2012,15-24,female,0.7530385
Sub-Saharan Africa,Madagascar,2012,15-24,male,0.7841248
Sub-Saharan Africa,Madagascar,2012,25-64,female,0.6758022
Sub-Saharan Africa,Madagascar,2012,25-64,male,0.7468056
Sub-Saharan Africa,Madagascar,2012,65+,female,0.3800187
Sub-Saharan Africa,Madagascar,2012,65+,male,0.6084906
